Unnamed: 0	urlDrugName	rating	effectiveness	sideEffects	condition	benefitsReview	sideEffectsReview	commentsReview
1564	clindamycin-topical	9	Considerably Effective	No Side Effects	acne	Dries quickly on skin, can be worn under makeup, prevnted bactreial breakouts from makeup sensitivity		Apply to clean dry skin twice per day
40	zyprexa	3	Marginally Effective	Moderate Side Effects	schizophrenia	There was very little benefit to me. I was having psychotic episodes every day. The drug puportedly taken to stop the episodes did nothing. The best thing it did was make me drowsy and help me sleep.	The side effect mainly was weight gain, especially around the abdominal area. I've been on a medically supervised diet to lose the weight I gained from the drug and have lost weight but not around my abdomen, it seems the Olanzapine can cause this type of weight gain.	"""Everything is worse so much worse this medicine has intensified everything and I have a ton of side effects"""
1715	retin-a-micro	8	Considerably Effective	Mild Side Effects	acne	The benefits were that the bumps under my skin did gradually get smaller and go away.  They stayed away as long as i continued to use the product.  An unexpected benefit was the my skin had a nice glow to it, like i had come from a facial and my skin was smoother, after using it for some time.	The side effects were dryness in some areas and peeling, even when not using it, a few days later i would peel. But just flaky, not terrible and no redness.	I started by applying a small amount every other night before bed, but since i was peeling a lot and saw results i started using less frequently.
612	innofem	9	Highly Effective	No Side Effects	menopause symptoms	Benefits: Patch applied 1x weekly assured consistent delivery of dosage. No skin irritation reported by patient but recommended that site used be rotated weekly. Patch can come off if not applied correctly to clean dry skin - no lotions or creams s/b present. May not be metabolized through liver as much as oral estrogen - advantage.	Slight irritation at application site of patch. If mfrs. directions followed and site rotated, this can be reduced or eliminated. No other notable side effects.	"Patch is applied 1x weekly. Treatment continued to alleviate hot flashes. Original dosage was higher and company has come out with smaller dosages. Patient can be slowly ""weaned"" to smaller dosages until no longer needed."
2579	klonopin	8	Considerably Effective	Mild Side Effects	anxiety	being able to sleep/decrease anxiety surrounding  getting to sleep and staying asleep. Also taken during times of high anxiety. Helped to control anger outbursts and uncontrolled anxiety.	sometimes a hangover effect in the morning if I took it late in the evening and had to get up early. Need about 10 hours to have it leave the system.	take as needed for anxiety when going to bed/sleep. I have a hard time falling asleep and staying asleep and this medication seemed to take the edge off of my anxiety so that I could fall asleep and then stay asleep. Or at least get back to sleep and not feel startled.
488	meridia	10	Highly Effective	No Side Effects	over weight	better mood, loss of appetite,weight reduction. Lost 14lbs. in 2 months.	I only had positive feedback.	"""Have lost 12 pounds in 4 weeks with very little side effects.  Mild dry mouth is the only thing I have noticed.  Very satisfied so far."""
1679	claritin	9	Highly Effective	No Side Effects	seasonal allergies	After 4 to 5 days on the medication, Claritin greatly reduces itchiness, sneezing, scratchy throat associated with seasonal allergies	I experienced absolutely no adverse side effects. None whatsoever. No side effects at all. It does not take me 50 words to explain there were no side effects, but there were no side effects.	Take 1 Claritin tablet every day during allergy season. I take the dose every moring. Again, 1 pill per day each morning during allergy season
1063	botox	8	Highly Effective	Mild Side Effects	wrinkles, furrows	The furrows (lines above my eyes) on forehead disappered. They started reappearng after about three months. I looked younger. I also didnt look look like i was frowning all of the time.	The initital injection was very painful. I had a very bad headache for about two days after the treatment. Also after about a year of the treatments i started noticing lines on the sides of my forehead, which my doctor said was unrelated to the botox, but i know someone else who got them as well.	The treatment consisted of injected 2 syringes, one on each side of the furrows lines on my forehead. The doctor said I could also have them injected on the sides of the eyes but i opted not to. Probably because of the pain.
1386	benzaclin	8	Highly Effective	Mild Side Effects	acne			"""I am a 20 years old and started breaking out in 5TH GRADE! Yes I was 10 years old.  My cousins referred me to Benzaclin and I have been a faithful user ever since.  It dries up your pimples so fast.  If a friend has a pimple coming on before a special event I give them some and they are always pleased.  The second I get lazy and stop applying this my face reverts back to it&#039;s old ways.  I have been using this product for ten years and will use it until it no longer works for me.  I absolutely love it and would recommend it to anyone struggling with mild acne and occasional breakouts."""
1045	vyvanse	6	Highly Effective	Severe Side Effects	adhd (attention deficit hyperactive disorder)	It really helps me focus better than my previous ADHD meds. (Concerta 25mg) I am a very spontaneous person (Sometimes maybe slightly annoying) I really had trouble concentrating in school and remembering what we learned. I was always forgetful, but now after taking it a few days, I nearly never forget anything. And I remember the material covered in class.	"Few side effects, BUT...the few that I did have were quite severe. The biggest and worst effect was the constant chewing, mostly without noticing. As I said before, I'm spontaneous. And my spontaneous self had decided to buy a pacifier shortly before my doctors appointment where I was prescribed Vyvanse. After taking the vyvanse,I felt the sudden urge to chew, on anything ane everything, including the pacifier, my fingers, my cell phone, and the worst, my cheeks. I could feel the pain of chewing my cheeks, and I could taste the blood, but I didn't know what caused it. I didn't know that I was chewing my cheeks at that point. By the end of that day, I had chewed both cheeks, my tongue, and the right side of my top lip quite badly. It also made me lose all intrest in eating, and I love to eat, and I need to eat. (85 lbs. 5'1"") after school, I knew that I had to eat, and spent over 30 minutes eating a single cookie."	"On 9/18/11 I was prescribed (30) 30mg Vyvanse for ADHD to take every morning. It had common side effects on me, such as loss of appetite, severe chewing, and I ""geeked out"" pretty bad. I'm not usually a very organised person, but shortly after school, I spent 5 hours cleaning. (My binder, my room, the house, etc.)"
